idx,label,sw_pred_ttfs,sw_pred_count,sw_direct_count_pred,direct_count_pred_match,direct_count_score_pred_match,direct_count_vector_match,sw_ct_pruned_pred,sw_ct_count_score_pred,sw_ct_source_fire_count,sw_ct_valid_event_budget,sw_hwct_pruned_pred,sw_hwct_count_score_pred,sw_hwct_source_fire_count,sw_hwct_valid_event_budget,hw_pred,hw_pred_score,hw_pred_count,hw_pred_count_raw,hw_pred_count_score,hw_pred_s2mm,hw_pred_rtl_first_classifier,hw_matches_sw_ct_pruned,hw_matches_sw_ct_count_score,hw_matches_sw_hwct_count_score,profile_incomplete,sw_direct_class_0_count,sw_ct_class_0_count,hw_class_0_count,hw_minus_sw_direct_class_0_count,sw_ct_class_0_score,sw_hwct_class_0_count,sw_hwct_class_0_score,sw_hwct_class_0_event_count,hw_class_0_score,sw_ct_class_0_event_count,hw_class_0_event_count,router_class_0_score,router_class_0_event_count,top_class_0_score,top_class_0_event_count,sw_direct_class_1_count,sw_ct_class_1_count,hw_class_1_count,hw_minus_sw_direct_class_1_count,sw_ct_class_1_score,sw_hwct_class_1_count,sw_hwct_class_1_score,sw_hwct_class_1_event_count,hw_class_1_score,sw_ct_class_1_event_count,hw_class_1_event_count,router_class_1_score,router_class_1_event_count,top_class_1_score,top_class_1_event_count,sw_direct_class_2_count,sw_ct_class_2_count,hw_class_2_count,hw_minus_sw_direct_class_2_count,sw_ct_class_2_score,sw_hwct_class_2_count,sw_hwct_class_2_score,sw_hwct_class_2_event_count,hw_class_2_score,sw_ct_class_2_event_count,hw_class_2_event_count,router_class_2_score,router_class_2_event_count,top_class_2_score,top_class_2_event_count,sw_direct_class_3_count,sw_ct_class_3_count,hw_class_3_count,hw_minus_sw_direct_class_3_count,sw_ct_class_3_score,sw_hwct_class_3_count,sw_hwct_class_3_score,sw_hwct_class_3_event_count,hw_class_3_score,sw_ct_class_3_event_count,hw_class_3_event_count,router_class_3_score,router_class_3_event_count,top_class_3_score,top_class_3_event_count,sw_direct_class_4_count,sw_ct_class_4_count,hw_class_4_count,hw_minus_sw_direct_class_4_count,sw_ct_class_4_score,sw_hwct_class_4_count,sw_hwct_class_4_score,sw_hwct_class_4_event_count,hw_class_4_score,sw_ct_class_4_event_count,hw_class_4_event_count,router_class_4_score,router_class_4_event_count,top_class_4_score,top_class_4_event_count,sw_direct_class_5_count,sw_ct_class_5_count,hw_class_5_count,hw_minus_sw_direct_class_5_count,sw_ct_class_5_score,sw_hwct_class_5_count,sw_hwct_class_5_score,sw_hwct_class_5_event_count,hw_class_5_score,sw_ct_class_5_event_count,hw_class_5_event_count,router_class_5_score,router_class_5_event_count,top_class_5_score,top_class_5_event_count,sw_direct_class_6_count,sw_ct_class_6_count,hw_class_6_count,hw_minus_sw_direct_class_6_count,sw_ct_class_6_score,sw_hwct_class_6_count,sw_hwct_class_6_score,sw_hwct_class_6_event_count,hw_class_6_score,sw_ct_class_6_event_count,hw_class_6_event_count,router_class_6_score,router_class_6_event_count,top_class_6_score,top_class_6_event_count,sw_direct_class_7_count,sw_ct_class_7_count,hw_class_7_count,hw_minus_sw_direct_class_7_count,sw_ct_class_7_score,sw_hwct_class_7_count,sw_hwct_class_7_score,sw_hwct_class_7_event_count,hw_class_7_score,sw_ct_class_7_event_count,hw_class_7_event_count,router_class_7_score,router_class_7_event_count,top_class_7_score,top_class_7_event_count,sw_direct_class_8_count,sw_ct_class_8_count,hw_class_8_count,hw_minus_sw_direct_class_8_count,sw_ct_class_8_score,sw_hwct_class_8_count,sw_hwct_class_8_score,sw_hwct_class_8_event_count,hw_class_8_score,sw_ct_class_8_event_count,hw_class_8_event_count,router_class_8_score,router_class_8_event_count,top_class_8_score,top_class_8_event_count,sw_direct_class_9_count,sw_ct_class_9_count,hw_class_9_count,hw_minus_sw_direct_class_9_count,sw_ct_class_9_score,sw_hwct_class_9_count,sw_hwct_class_9_score,sw_hwct_class_9_event_count,hw_class_9_score,sw_ct_class_9_event_count,hw_class_9_event_count,router_class_9_score,router_class_9_event_count,top_class_9_score,top_class_9_event_count,sw_input_source_group_0_spike_count,hw_input_source_group_0_spike_count,input_source_group_0_spike_diff,sw_input_source_group_1_spike_count,hw_input_source_group_1_spike_count,input_source_group_1_spike_diff,sw_input_source_group_2_spike_count,hw_input_source_group_2_spike_count,input_source_group_2_spike_diff,sw_input_source_group_3_spike_count,hw_input_source_group_3_spike_count,input_source_group_3_spike_diff,sw_input_source_group_4_spike_count,hw_input_source_group_4_spike_count,input_source_group_4_spike_diff,sw_input_source_group_5_spike_count,hw_input_source_group_5_spike_count,input_source_group_5_spike_diff,sw_input_source_group_6_spike_count,hw_input_source_group_6_spike_count,input_source_group_6_spike_diff,sw_input_source_group_7_spike_count,hw_input_source_group_7_spike_count,input_source_group_7_spike_diff,sw_input_source_group_8_spike_count,hw_input_source_group_8_spike_count,input_source_group_8_spike_diff,sw_input_source_group_9_spike_count,hw_input_source_group_9_spike_count,input_source_group_9_spike_diff,sw_input_source_group_10_spike_count,hw_input_source_group_10_spike_count,input_source_group_10_spike_diff,sw_input_source_group_11_spike_count,hw_input_source_group_11_spike_count,input_source_group_11_spike_diff,sw_input_source_group_12_spike_count,hw_input_source_group_12_spike_count,input_source_group_12_spike_diff,sw_input_source_group_13_spike_count,hw_input_source_group_13_spike_count,input_source_group_13_spike_diff,sw_input_source_group_14_spike_count,hw_input_source_group_14_spike_count,input_source_group_14_spike_diff,sw_input_source_group_15_spike_count,hw_input_source_group_15_spike_count,input_source_group_15_spike_diff,total_latency_cycles,ct_lookup_count,ct_valid_entry_count,router_busy_cycles,router_stall_cycles,cross_group_event_count,same_group_event_count,intra_weight_lookup_count,intra_weight_nonzero_count,intra_fifo_blocked_event_count,drop_spike_count,class_0_spike_count,class_1_spike_count,class_2_spike_count,class_3_spike_count,class_4_spike_count,class_5_spike_count,class_6_spike_count,class_7_spike_count,class_8_spike_count,class_9_spike_count,class_0_score,class_1_score,class_2_score,class_3_score,class_4_score,class_5_score,class_6_score,class_7_score,class_8_score,class_9_score,class_0_event_count,class_1_event_count,class_2_event_count,class_3_event_count,class_4_event_count,class_5_event_count,class_6_event_count,class_7_event_count,class_8_event_count,class_9_event_count,out_fifo_overflow_drop_count,ct_lookup_minus_expected,ct_valid_minus_expected,ct_invalid_minus_expected,ct_cross_minus_expected,ct_same_minus_expected,ct_mode_ok
61,8,8,8,8,0,0,0,9,0,145,2175,9,0,145,2175,0,9,0,0,0,6,,0,1,1,0,15,75,80,65,12581,75,12581,286,11765,286,269,0,0,0,0,15,50,55,40,9040,50,9040,162,8518,162,153,0,0,0,0,15,66,71,56,10854,66,10854,244,10261,244,228,0,0,0,0,15,50,58,43,9344,50,9344,166,8967,166,156,0,0,0,0,15,63,68,53,11169,63,11169,214,10318,214,196,0,0,0,0,15,62,68,53,11094,62,11094,225,10562,225,211,0,0,0,0,15,57,66,51,10502,57,10502,211,9691,211,197,0,0,0,0,15,63,66,51,11289,63,11289,204,11002,204,199,0,0,0,0,15,64,71,56,11308,64,11308,240,10810,240,225,0,0,0,0,15,70,76,61,12731,70,12731,223,12205,223,212,0,0,0,0,11,0,-11,9,0,-9,8,0,-8,8,0,-8,8,0,-8,10,0,-10,7,0,-7,8,0,-8,8,0,-8,8,0,-8,9,0,-9,11,0,-11,10,0,-10,10,0,-10,11,0,-11,9,0,-9,841124,2870,2046,66787,51468,2046,0,105472,129,0,0,80,55,71,58,68,68,66,66,71,76,11765,8518,10261,8967,10318,10562,9691,11002,10810,12205,269,153,228,156,196,211,197,199,225,212,0,,,,,,
62,9,8,9,9,0,0,0,9,9,72,1080,9,9,72,1080,9,9,9,9,9,0,,1,1,1,0,15,26,28,13,4734,26,4734,93,4329,93,86,0,0,0,0,15,20,23,8,3915,20,3915,66,3660,66,63,0,0,0,0,15,24,29,14,4770,24,4770,91,4655,91,89,0,0,0,0,15,35,39,24,6320,35,6320,116,5814,116,107,0,0,0,0,15,44,43,28,7499,44,7499,135,7129,135,128,0,0,0,0,15,28,32,17,5583,28,5583,104,5224,104,98,0,0,0,0,15,27,33,18,5420,27,5420,94,5088,94,88,0,0,0,0,15,30,37,22,6104,30,6104,108,5884,108,102,0,0,0,0,15,28,36,21,5414,28,5414,112,4974,112,103,0,0,0,0,15,47,50,35,8164,47,8164,161,7796,161,152,0,0,0,0,4,0,-4,4,0,-4,5,0,-5,2,0,-2,3,0,-3,5,0,-5,4,0,-4,4,0,-4,5,0,-5,6,0,-6,6,0,-6,5,0,-5,4,0,-4,6,0,-6,5,0,-5,4,0,-4,777097,1438,1016,34144,26460,1016,0,54016,64,0,0,28,23,29,39,43,32,33,37,36,50,4329,3660,4655,5814,7129,5224,5088,5884,4974,7796,86,63,89,107,128,98,88,102,103,152,0,,,,,,
63,3,3,2,2,0,0,0,3,3,102,1530,3,3,102,1530,3,3,3,3,3,8,,1,1,1,0,15,41,48,33,7333,41,7333,158,6883,158,147,0,0,0,0,15,47,53,38,8913,47,8913,149,8543,149,142,0,0,0,0,15,49,53,38,8317,49,8317,184,7922,184,176,0,0,0,0,15,56,57,42,9677,56,9677,196,9131,196,185,0,0,0,0,15,44,49,34,8107,44,8107,136,7584,136,125,0,0,0,0,15,34,39,24,6382,34,6382,124,5966,124,115,0,0,0,0,15,35,43,28,6979,35,6979,130,6563,130,122,0,0,0,0,15,40,44,29,7247,40,7247,127,7064,127,123,0,0,0,0,15,47,51,36,8149,47,8149,163,7748,163,155,0,0,0,0,15,51,56,41,8991,51,8991,163,8825,163,159,0,0,0,0,5,0,-5,7,0,-7,5,0,-5,4,0,-4,6,0,-6,6,0,-6,7,0,-7,8,0,-8,8,0,-8,8,0,-8,6,0,-6,6,0,-6,7,0,-7,8,0,-8,6,0,-6,5,0,-5,795466,2044,1449,47529,36612,1449,0,76160,81,0,0,48,53,53,57,49,39,43,44,51,56,6883,8543,7922,9131,7584,5966,6563,7064,7748,8825,147,142,176,185,125,115,122,123,155,159,0,,,,,,
64,7,7,7,7,0,0,0,7,7,141,2115,7,7,141,2115,7,7,7,7,7,0,,1,1,1,0,15,59,62,47,9878,59,9878,213,9351,213,205,0,0,0,0,15,56,59,44,9812,56,9812,190,9420,190,180,0,0,0,0,15,43,48,33,7926,43,7926,171,7473,171,161,0,0,0,0,15,52,58,43,9403,52,9403,210,8905,210,199,0,0,0,0,15,67,73,58,11924,67,11924,236,11412,236,224,0,0,0,0,15,55,61,46,10064,55,10064,202,9590,202,190,0,0,0,0,15,44,48,33,8058,44,8058,160,7298,160,147,0,0,0,0,15,81,85,70,13788,81,13788,287,13328,287,273,0,0,0,0,15,50,54,39,8424,50,8424,200,7745,200,187,0,0,0,0,15,76,83,68,12867,76,12867,246,12187,246,231,0,0,0,0,8,0,-8,8,0,-8,8,0,-8,10,0,-10,8,0,-8,9,0,-9,7,0,-7,9,0,-9,10,0,-10,9,0,-9,10,0,-10,9,0,-9,11,0,-11,10,0,-10,7,0,-7,8,0,-8,819989,2769,1997,62960,48202,1997,0,98816,118,0,0,62,59,48,58,73,61,48,85,54,83,9351,9420,7473,8905,11412,9590,7298,13328,7745,12187,205,180,161,199,224,190,147,273,187,231,0,,,,,,
65,4,5,9,9,0,0,0,9,3,69,1035,9,3,69,1035,9,9,9,3,9,6,,1,0,0,0,15,16,22,7,3528,16,3528,64,3387,64,62,0,0,0,0,15,30,33,18,5515,30,5515,85,5275,85,81,0,0,0,0,15,11,17,2,2622,11,2622,48,2243,48,42,0,0,0,0,15,45,50,35,7395,45,7395,144,6762,144,132,0,0,0,0,15,31,37,22,5862,31,5862,105,5556,105,99,0,0,0,0,15,36,41,26,6535,36,6535,129,5944,129,119,0,0,0,0,15,29,35,20,5691,29,5691,103,5234,103,95,0,0,0,0,15,25,30,15,5189,25,5189,91,5088,91,88,0,0,0,0,15,31,38,23,5746,31,5746,112,5286,112,104,0,0,0,0,15,43,50,35,8164,43,8164,154,7850,154,148,0,0,0,0,2,0,-2,3,0,-3,7,0,-7,4,0,-4,1,0,-1,4,0,-4,8,0,-8,6,0,-6,1,0,-1,3,0,-3,7,0,-7,6,0,-6,2,0,-2,3,0,-3,7,0,-7,5,0,-5,775060,1392,970,33167,25716,970,0,54016,65,0,0,22,33,17,50,37,41,35,30,38,50,3387,5275,2243,6762,5556,5944,5234,5088,5286,7850,62,81,42,132,99,119,95,88,104,148,0,,,,,,
66,6,2,2,2,0,0,0,0,0,118,1770,0,0,118,1770,0,0,0,0,0,2,,1,1,1,0,15,64,70,55,11115,64,11115,253,10352,253,236,0,0,0,0,15,51,55,40,9316,51,9316,156,8886,156,151,0,0,0,0,15,55,61,46,9343,55,9343,210,8831,210,199,0,0,0,0,15,51,56,41,9052,51,9052,186,8128,186,170,0,0,0,0,15,48,51,36,8421,48,8421,180,7813,180,166,0,0,0,0,15,30,36,21,6133,30,6133,119,5595,119,109,0,0,0,0,15,63,69,54,10784,63,10784,220,9738,220,202,0,0,0,0,15,46,49,34,8360,46,8360,154,7765,154,143,0,0,0,0,15,36,41,26,6991,36,6991,145,6463,145,136,0,0,0,0,15,42,45,30,7923,42,7923,147,7472,147,137,0,0,0,0,7,0,-7,6,0,-6,9,0,-9,10,0,-10,6,0,-6,7,0,-7,8,0,-8,8,0,-8,6,0,-6,8,0,-8,9,0,-9,7,0,-7,5,0,-5,7,0,-7,8,0,-8,7,0,-7,794730,2299,1649,53755,41492,1649,0,83200,106,0,0,70,55,61,56,51,36,69,49,41,45,10352,8886,8831,8128,7813,5595,9738,7765,6463,7472,236,151,199,170,166,109,202,143,136,137,0,,,,,,
67,4,4,4,4,0,0,0,4,4,101,1515,4,4,101,1515,4,4,4,4,4,5,,1,1,1,0,15,42,44,29,7111,42,7111,165,6423,165,149,0,0,0,0,15,20,25,10,3958,20,3958,79,3958,79,79,0,0,0,0,15,38,43,28,6960,38,6960,145,6557,145,135,0,0,0,0,15,32,34,19,6522,32,6522,118,5898,118,106,0,0,0,0,15,68,71,56,11953,68,11953,238,11386,238,224,0,0,0,0,15,33,36,21,6418,33,6418,138,5984,138,127,0,0,0,0,15,40,43,28,7504,40,7504,140,6416,140,123,0,0,0,0,15,48,53,38,8464,48,8464,164,8181,164,157,0,0,0,0,15,39,44,29,7175,39,7175,146,6673,146,134,0,0,0,0,15,51,55,40,9230,51,9230,182,8603,182,169,0,0,0,0,6,0,-6,7,0,-7,5,0,-5,8,0,-8,5,0,-5,7,0,-7,4,0,-4,6,0,-6,7,0,-7,5,0,-5,6,0,-6,9,0,-9,7,0,-7,5,0,-5,5,0,-5,9,0,-9,812373,1951,1403,45905,35501,1403,0,70144,97,0,0,44,25,43,34,71,36,43,53,44,55,6423,3958,6557,5898,11386,5984,6416,8181,6673,8603,149,79,135,106,224,127,123,157,134,169,0,,,,,,
68,3,3,3,3,0,0,0,3,3,154,2310,3,3,154,2310,3,3,3,3,3,5,,1,1,1,0,15,57,63,48,10053,57,10053,205,9127,205,189,0,0,0,0,15,72,76,61,13078,72,13078,205,12329,205,193,0,0,0,0,15,50,55,40,8898,50,8898,187,8399,187,178,0,0,0,0,15,111,118,103,18178,111,18178,377,16695,377,348,0,0,0,0,15,59,61,46,10812,59,10812,188,10265,188,176,0,0,0,0,15,73,81,66,12471,73,12471,260,11518,260,239,0,0,0,0,15,56,61,46,10192,56,10192,188,9365,188,172,0,0,0,0,15,61,67,52,11141,61,11141,202,10800,202,193,0,0,0,0,15,73,79,64,12459,73,12459,256,11498,256,239,0,0,0,0,15,76,80,65,13222,76,13222,242,12477,242,226,0,0,0,0,9,0,-9,11,0,-11,10,0,-10,8,0,-8,10,0,-10,11,0,-11,9,0,-9,10,0,-10,10,0,-10,10,0,-10,8,0,-8,11,0,-11,11,0,-11,8,0,-8,9,0,-9,9,0,-9,877263,3048,2153,71678,55389,2153,0,114560,157,0,0,63,76,55,118,61,81,61,67,79,80,9127,12329,8399,16695,10265,11518,9365,10800,11498,12477,189,193,178,348,176,239,172,193,239,226,0,,,,,,
69,0,0,0,0,0,0,0,0,0,132,1980,0,0,132,1980,0,0,0,0,0,0,,1,1,1,0,15,86,87,72,13117,86,13117,356,12110,356,330,0,0,0,0,15,32,38,23,5994,32,5994,130,5533,130,120,0,0,0,0,15,51,55,40,9118,51,9118,216,8303,216,201,0,0,0,0,15,49,54,39,9403,49,9403,190,8485,190,171,0,0,0,0,15,31,36,21,6491,31,6491,137,5921,137,124,0,0,0,0,15,51,54,39,9460,51,9460,212,8466,212,190,0,0,0,0,15,55,62,47,9994,55,9994,226,9290,226,207,0,0,0,0,15,54,55,40,9626,54,9626,183,9081,183,173,0,0,0,0,15,36,40,25,6970,36,6970,163,6212,163,147,0,0,0,0,15,47,54,39,9417,47,9417,167,8806,167,155,0,0,0,0,11,0,-11,9,0,-9,8,0,-8,7,0,-7,8,0,-8,9,0,-9,7,0,-7,9,0,-9,8,0,-8,9,0,-9,6,0,-6,7,0,-7,9,0,-9,8,0,-8,9,0,-9,8,0,-8,831848,2483,1818,58424,45212,1818,0,85120,132,0,0,87,38,55,54,36,54,62,55,40,54,12110,5533,8303,8485,5921,8466,9290,9081,6212,8806,330,120,201,171,124,190,207,173,147,155,0,,,,,,
70,7,7,7,7,0,0,0,7,7,99,1485,7,7,99,1485,7,7,7,7,7,1,,1,1,1,0,15,38,43,28,6829,38,6829,140,6454,140,136,0,0,0,0,15,24,29,14,4764,24,4764,102,4574,102,98,0,0,0,0,15,17,24,9,3822,17,3822,94,3540,94,89,0,0,0,0,15,35,41,26,6536,35,6536,144,6070,144,134,0,0,0,0,15,38,44,29,6815,38,6815,158,6622,158,153,0,0,0,0,15,34,40,25,6451,34,6451,139,5838,139,127,0,0,0,0,15,41,48,33,7544,41,7544,147,6959,147,136,0,0,0,0,15,77,79,64,12586,77,12586,274,11997,274,261,0,0,0,0,15,23,28,13,4832,23,4832,107,4355,107,99,0,0,0,0,15,48,52,37,9012,48,9012,180,8246,180,164,0,0,0,0,7,0,-7,6,0,-6,6,0,-6,6,0,-6,5,0,-5,7,0,-7,6,0,-6,4,0,-4,6,0,-6,6,0,-6,6,0,-6,7,0,-7,7,0,-7,7,0,-7,7,0,-7,6,0,-6,832758,1924,1397,44236,33990,1397,0,67456,88,0,0,43,29,24,41,44,40,48,79,28,52,6454,4574,3540,6070,6622,5838,6959,11997,4355,8246,136,98,89,134,153,127,136,261,99,164,0,,,,,,
71,0,0,0,0,0,0,0,0,0,189,2835,0,0,189,2835,0,0,0,0,0,2,,1,1,1,0,15,137,142,127,21593,137,21593,539,20058,539,502,0,0,0,0,15,40,43,28,7478,40,7478,145,7047,145,134,0,0,0,0,15,78,85,70,13651,78,13651,334,12734,334,312,0,0,0,0,15,87,91,76,14941,87,14941,322,13948,322,301,0,0,0,0,15,55,60,45,10393,55,10393,229,9811,229,212,0,0,0,0,15,85,91,76,15081,85,15081,338,14028,338,314,0,0,0,0,15,72,74,59,12074,72,12074,291,11036,291,267,0,0,0,0,15,56,58,43,10349,56,10349,195,9771,195,183,0,0,0,0,15,61,67,52,10716,61,10716,248,9812,248,227,0,0,0,0,15,56,62,47,10897,56,10897,194,10359,194,183,0,0,0,0,11,0,-11,12,0,-12,12,0,-12,13,0,-13,12,0,-12,14,0,-14,12,0,-12,9,0,-9,11,0,-11,12,0,-12,11,0,-11,12,0,-12,12,0,-12,12,0,-12,12,0,-12,12,0,-12,854041,3597,2635,82761,63625,2635,0,123136,200,0,0,142,43,85,91,60,91,74,58,67,62,20058,7047,12734,13948,9811,14028,11036,9771,9812,10359,502,134,312,301,212,314,267,183,227,183,0,,,,,,
72,2,2,2,2,0,0,0,0,0,128,1920,0,0,128,1920,0,0,0,0,0,1,,1,1,1,0,15,66,74,59,11724,66,11724,268,11060,268,254,0,0,0,0,15,37,41,26,6937,37,6937,135,6655,135,128,0,0,0,0,15,63,69,54,10782,63,10782,266,10027,266,250,0,0,0,0,15,64,71,56,11194,64,11194,272,10278,272,249,0,0,0,0,15,34,38,23,6769,34,6769,143,6281,143,133,0,0,0,0,15,48,54,39,8615,48,8615,198,7900,198,179,0,0,0,0,15,64,66,51,10930,64,10930,223,10258,223,209,0,0,0,0,15,32,38,23,6193,32,6193,132,5603,132,122,0,0,0,0,15,44,51,36,8279,44,8279,188,7375,188,172,0,0,0,0,15,26,29,14,5903,26,5903,95,5497,95,88,0,0,0,0,7,0,-7,8,0,-8,9,0,-9,9,0,-9,8,0,-8,10,0,-10,9,0,-9,9,0,-9,6,0,-6,9,0,-9,8,0,-8,8,0,-8,7,0,-7,5,0,-5,9,0,-9,7,0,-7,846315,2442,1784,58003,45007,1784,0,84224,121,0,0,74,41,69,71,38,54,66,38,51,29,11060,6655,10027,10278,6281,7900,10258,5603,7375,5497,254,128,250,249,133,179,209,122,172,88,0,,,,,,
73,9,8,8,8,0,0,0,1,1,131,1965,1,1,131,1965,1,1,1,1,1,1,,1,1,1,0,15,52,53,38,8649,52,8649,181,8041,181,173,0,0,0,0,15,74,83,68,13008,74,13008,226,12292,226,213,0,0,0,0,15,50,59,44,8744,50,8744,172,8254,172,163,0,0,0,0,15,70,74,59,11941,70,11941,228,11062,228,211,0,0,0,0,15,54,58,43,10339,54,10339,169,9821,169,159,0,0,0,0,15,56,57,42,9602,56,9602,180,9140,180,170,0,0,0,0,15,39,49,34,8044,39,8044,136,7430,136,126,0,0,0,0,15,68,74,59,11583,68,11583,219,11188,219,209,0,0,0,0,15,69,73,58,11565,69,11565,237,10949,237,223,0,0,0,0,15,69,76,61,11897,69,11897,217,11526,217,209,0,0,0,0,8,0,-8,9,0,-9,8,0,-8,8,0,-8,7,0,-7,9,0,-9,8,0,-8,8,0,-8,9,0,-9,9,0,-9,9,0,-9,9,0,-9,7,0,-7,8,0,-8,7,0,-7,8,0,-8,831040,2643,1856,59811,45678,1856,0,100736,109,0,0,53,83,59,74,58,57,49,74,73,76,8041,12292,8254,11062,9821,9140,7430,11188,10949,11526,173,213,163,211,159,170,126,209,223,209,0,,,,,,
74,1,1,1,1,0,0,0,1,1,66,990,1,1,66,990,1,1,1,1,1,5,,1,1,1,0,15,19,26,11,4305,19,4305,72,4054,72,69,0,0,0,0,15,59,62,47,10397,59,10397,160,9902,160,153,0,0,0,0,15,22,25,10,3923,22,3923,74,3774,74,72,0,0,0,0,15,38,41,26,6905,38,6905,125,6345,125,114,0,0,0,0,15,14,21,6,3317,14,3317,51,3038,51,46,0,0,0,0,15,29,35,20,5488,29,5488,106,5058,106,97,0,0,0,0,15,25,28,13,4650,25,4650,82,4282,82,75,0,0,0,0,15,34,39,24,6433,34,6433,117,6120,117,110,0,0,0,0,15,34,38,23,5857,34,5857,117,5482,117,110,0,0,0,0,15,24,29,14,5021,24,5021,86,4753,86,79,0,0,0,0,5,0,-5,4,0,-4,3,0,-3,5,0,-5,5,0,-5,4,0,-4,2,0,-2,5,0,-5,5,0,-5,4,0,-4,2,0,-2,5,0,-5,5,0,-5,4,0,-4,3,0,-3,5,0,-5,774324,1335,925,30441,23290,925,0,52480,65,0,0,26,62,25,41,21,35,28,39,38,29,4054,9902,3774,6345,3038,5058,4282,6120,5482,4753,69,153,72,114,46,97,75,110,110,79,0,,,,,,
75,7,7,7,7,0,0,0,7,7,105,1575,7,7,105,1575,7,7,7,7,7,2,,1,1,1,0,15,29,36,21,5616,29,5616,111,5173,111,103,0,0,0,0,15,54,60,45,9659,54,9659,164,9354,164,159,0,0,0,0,15,29,33,18,5409,29,5409,116,5086,116,109,0,0,0,0,15,47,52,37,8097,47,8097,171,7594,171,160,0,0,0,0,15,50,57,42,9347,50,9347,187,8748,187,175,0,0,0,0,15,33,39,24,6316,33,6316,134,5821,134,123,0,0,0,0,15,39,42,27,7023,39,7023,132,6360,132,120,0,0,0,0,15,67,69,54,11360,67,11360,232,10891,232,219,0,0,0,0,15,43,46,31,7645,43,7645,151,7085,151,140,0,0,0,0,15,50,53,38,8598,50,8598,177,8345,177,169,0,0,0,0,7,0,-7,6,0,-6,5,0,-5,6,0,-6,7,0,-7,8,0,-8,5,0,-5,7,0,-7,7,0,-7,8,0,-8,4,0,-4,7,0,-7,9,0,-9,8,0,-8,5,0,-5,6,0,-6,810917,2069,1477,48609,37567,1477,0,75776,98,0,0,36,60,33,52,57,39,42,69,46,53,5173,9354,5086,7594,8748,5821,6360,10891,7085,8345,103,159,109,160,175,123,120,219,140,169,0,,,,,,
76,3,3,3,3,0,0,0,3,3,83,1245,3,3,83,1245,3,3,3,3,3,6,,1,1,1,0,15,31,36,21,5952,31,5952,125,5460,125,116,0,0,0,0,15,39,45,30,7466,39,7466,122,7008,122,115,0,0,0,0,15,18,24,9,3758,18,3758,81,3420,81,76,0,0,0,0,15,78,82,67,12969,78,12969,266,12173,266,248,0,0,0,0,15,21,25,10,4177,21,4177,65,3924,65,60,0,0,0,0,15,41,47,32,7537,41,7537,157,6799,157,143,0,0,0,0,15,30,34,19,5709,30,5709,110,5487,110,104,0,0,0,0,15,24,29,14,4501,24,4501,80,4255,80,74,0,0,0,0,15,36,41,26,6445,36,6445,137,5787,137,124,0,0,0,0,15,31,37,22,6204,31,6204,102,5897,102,96,0,0,0,0,3,0,-3,7,0,-7,5,0,-5,5,0,-5,6,0,-6,4,0,-4,5,0,-5,5,0,-5,4,0,-4,5,0,-5,6,0,-6,5,0,-5,6,0,-6,6,0,-6,6,0,-6,5,0,-5,857567,1639,1156,39011,30250,1156,0,61824,89,0,0,36,45,24,82,25,47,34,29,41,37,5460,7008,3420,12173,3924,6799,5487,4255,5787,5897,116,115,76,248,60,143,104,74,124,96,0,,,,,,
77,2,2,7,7,0,0,0,7,7,89,1335,7,7,89,1335,7,7,7,7,7,5,,1,1,1,0,15,30,33,18,5696,30,5696,128,5134,128,118,0,0,0,0,15,37,46,31,7215,37,7215,142,7058,142,135,0,0,0,0,15,35,38,23,6288,35,6288,144,5935,144,133,0,0,0,0,15,27,29,14,5119,27,5119,106,4597,106,93,0,0,0,0,15,31,34,19,6128,31,6128,119,5866,119,113,0,0,0,0,15,30,33,18,5969,30,5969,123,5313,123,109,0,0,0,0,15,30,38,23,5783,30,5783,109,5329,109,100,0,0,0,0,15,57,56,41,9648,57,9648,193,9143,193,184,0,0,0,0,15,23,29,14,4539,23,4539,101,4239,101,93,0,0,0,0,15,50,52,37,9047,50,9047,170,8317,170,155,0,0,0,0,7,0,-7,6,0,-6,3,0,-3,5,0,-5,6,0,-6,7,0,-7,7,0,-7,7,0,-7,6,0,-6,4,0,-4,5,0,-5,6,0,-6,6,0,-6,3,0,-3,5,0,-5,6,0,-6,792858,1708,1233,38857,29753,1233,0,60800,72,0,0,33,46,38,29,34,33,38,56,29,52,5134,7058,5935,4597,5866,5313,5329,9143,4239,8317,118,135,133,93,113,109,100,184,93,155,0,,,,,,
